image_id,patch_id
ISIC_0024420,ISIC_0024420_bkl_patch_12.jpg
ISIC_0024420,ISIC_0024420_bkl_patch_13.jpg
ISIC_0024420,ISIC_0024420_bkl_patch_14.jpg
ISIC_0024420,ISIC_0024420_bkl_patch_15.jpg
ISIC_0024420,ISIC_0024420_bkl_patch_16.jpg
ISIC_0024408,ISIC_0024408_bkl_patch_1.jpg
ISIC_0024408,ISIC_0024408_bkl_patch_2.jpg
ISIC_0024408,ISIC_0024408_bkl_patch_3.jpg
ISIC_0024408,ISIC_0024408_bkl_patch_4.jpg
ISIC_0024408,ISIC_0024408_bkl_patch_5.jpg
ISIC_0024408,ISIC_0024408_bkl_patch_6.jpg
ISIC_0024408,ISIC_0024408_bkl_patch_7.jpg
ISIC_0024408,ISIC_0024408_bkl_patch_8.jpg
ISIC_0024408,ISIC_0024408_bkl_patch_9.jpg
ISIC_0024408,ISIC_0024408_bkl_patch_10.jpg
ISIC_0024408,ISIC_0024408_bkl_patch_11.jpg
ISIC_0024408,ISIC_0024408_bkl_patch_12.jpg
ISIC_0024408,ISIC_0024408_bkl_patch_13.jpg
ISIC_0024408,ISIC_0024408_bkl_patch_14.jpg
ISIC_0024408,ISIC_0024408_bkl_patch_15.jpg
ISIC_0024408,ISIC_0024408_bkl_patch_16.jpg
ISIC_0025716,ISIC_0025716_bkl_patch_1.jpg
ISIC_0025716,ISIC_0025716_bkl_patch_2.jpg
ISIC_0025716,ISIC_0025716_bkl_patch_3.jpg
ISIC_0025716,ISIC_0025716_bkl_patch_4.jpg
ISIC_0025716,ISIC_0025716_bkl_patch_5.jpg
ISIC_0025716,ISIC_0025716_bkl_patch_6.jpg
ISIC_0025716,ISIC_0025716_bkl_patch_7.jpg
ISIC_0025716,ISIC_0025716_bkl_patch_8.jpg
ISIC_0025716,ISIC_0025716_bkl_patch_9.jpg
ISIC_0025716,ISIC_0025716_bkl_patch_10.jpg
ISIC_0025716,ISIC_0025716_bkl_patch_11.jpg
ISIC_0025716,ISIC_0025716_bkl_patch_12.jpg
ISIC_0025716,ISIC_0025716_bkl_patch_13.jpg
ISIC_0025716,ISIC_0025716_bkl_patch_14.jpg
ISIC_0025716,ISIC_0025716_bkl_patch_15.jpg
ISIC_0025716,ISIC_0025716_bkl_patch_16.jpg
ISIC_0025064,ISIC_0025064_bkl_patch_1.jpg
ISIC_0025064,ISIC_0025064_bkl_patch_2.jpg
ISIC_0025064,ISIC_0025064_bkl_patch_3.jpg
ISIC_0025064,ISIC_0025064_bkl_patch_4.jpg
ISIC_0025064,ISIC_0025064_bkl_patch_5.jpg
ISIC_0025064,ISIC_0025064_bkl_patch_6.jpg
ISIC_0025064,ISIC_0025064_bkl_patch_7.jpg
ISIC_0025064,ISIC_0025064_bkl_patch_8.jpg
ISIC_0025064,ISIC_0025064_bkl_patch_9.jpg
ISIC_0025064,ISIC_0025064_bkl_patch_10.jpg
ISIC_0025064,ISIC_0025064_bkl_patch_11.jpg
ISIC_0025064,ISIC_0025064_bkl_patch_12.jpg
ISIC_0025064,ISIC_0025064_bkl_patch_13.jpg
ISIC_0025064,ISIC_0025064_bkl_patch_14.jpg
ISIC_0025064,ISIC_0025064_bkl_patch_15.jpg
ISIC_0025064,ISIC_0025064_bkl_patch_16.jpg
ISIC_0033606,ISIC_0033606_bkl_patch_1.jpg
ISIC_0033606,ISIC_0033606_bkl_patch_2.jpg
ISIC_0033606,ISIC_0033606_bkl_patch_3.jpg
ISIC_0033606,ISIC_0033606_bkl_patch_4.jpg
ISIC_0033606,ISIC_0033606_bkl_patch_5.jpg
ISIC_0033606,ISIC_0033606_bkl_patch_6.jpg
ISIC_0033606,ISIC_0033606_bkl_patch_7.jpg
ISIC_0033606,ISIC_0033606_bkl_patch_8.jpg
ISIC_0033606,ISIC_0033606_bkl_patch_9.jpg
ISIC_0033606,ISIC_0033606_bkl_patch_10.jpg
ISIC_0033606,ISIC_0033606_bkl_patch_11.jpg
ISIC_0033606,ISIC_0033606_bkl_patch_12.jpg
ISIC_0033606,ISIC_0033606_bkl_patch_13.jpg
ISIC_0033606,ISIC_0033606_bkl_patch_14.jpg
ISIC_0033606,ISIC_0033606_bkl_patch_15.jpg
ISIC_0033606,ISIC_0033606_bkl_patch_16.jpg
ISIC_0025851,ISIC_0025851_bkl_patch_1.jpg
ISIC_0025851,ISIC_0025851_bkl_patch_2.jpg
ISIC_0025851,ISIC_0025851_bkl_patch_3.jpg
ISIC_0025851,ISIC_0025851_bkl_patch_4.jpg
ISIC_0025851,ISIC_0025851_bkl_patch_5.jpg
ISIC_0025851,ISIC_0025851_bkl_patch_6.jpg
ISIC_0025851,ISIC_0025851_bkl_patch_7.jpg
ISIC_0025851,ISIC_0025851_bkl_patch_8.jpg
ISIC_0025851,ISIC_0025851_bkl_patch_9.jpg
ISIC_0025851,ISIC_0025851_bkl_patch_10.jpg
ISIC_0025851,ISIC_0025851_bkl_patch_11.jpg
ISIC_0025851,ISIC_0025851_bkl_patch_12.jpg
ISIC_0025851,ISIC_0025851_bkl_patch_13.jpg
ISIC_0025851,ISIC_0025851_bkl_patch_14.jpg
ISIC_0025851,ISIC_0025851_bkl_patch_15.jpg
ISIC_0025851,ISIC_0025851_bkl_patch_16.jpg
ISIC_0025879,ISIC_0025879_bkl_patch_1.jpg
ISIC_0025879,ISIC_0025879_bkl_patch_2.jpg
ISIC_0025879,ISIC_0025879_bkl_patch_3.jpg
ISIC_0025879,ISIC_0025879_bkl_patch_4.jpg
ISIC_0025879,ISIC_0025879_bkl_patch_5.jpg
ISIC_0025879,ISIC_0025879_bkl_patch_6.jpg
ISIC_0025879,ISIC_0025879_bkl_patch_7.jpg
ISIC_0025879,ISIC_0025879_bkl_patch_8.jpg
ISIC_0025879,ISIC_0025879_bkl_patch_9.jpg
ISIC_0025879,ISIC_0025879_bkl_patch_10.jpg
ISIC_0025879,ISIC_0025879_bkl_patch_11.jpg
ISIC_0025879,ISIC_0025879_bkl_patch_12.jpg
ISIC_0025879,ISIC_0025879_bkl_patch_13.jpg
ISIC_0025879,ISIC_0025879_bkl_patch_14.jpg
ISIC_0025879,ISIC_0025879_bkl_patch_15.jpg
ISIC_0025879,ISIC_0025879_bkl_patch_16.jpg
ISIC_0029931,ISIC_0029931_bkl_patch_1.jpg
ISIC_0029931,ISIC_0029931_bkl_patch_2.jpg
ISIC_0029931,ISIC_0029931_bkl_patch_3.jpg
ISIC_0029931,ISIC_0029931_bkl_patch_4.jpg
ISIC_0029931,ISIC_0029931_bkl_patch_5.jpg
ISIC_0029931,ISIC_0029931_bkl_patch_6.jpg
ISIC_0029931,ISIC_0029931_bkl_patch_7.jpg
ISIC_0029931,ISIC_0029931_bkl_patch_8.jpg
ISIC_0029931,ISIC_0029931_bkl_patch_9.jpg
ISIC_0029931,ISIC_0029931_bkl_patch_10.jpg
ISIC_0029931,ISIC_0029931_bkl_patch_11.jpg
ISIC_0029931,ISIC_0029931_bkl_patch_12.jpg
ISIC_0029931,ISIC_0029931_bkl_patch_13.jpg
ISIC_0029931,ISIC_0029931_bkl_patch_14.jpg
ISIC_0029931,ISIC_0029931_bkl_patch_15.jpg
ISIC_0029931,ISIC_0029931_bkl_patch_16.jpg
ISIC_0029070,ISIC_0029070_bkl_patch_1.jpg
ISIC_0029070,ISIC_0029070_bkl_patch_2.jpg
ISIC_0029070,ISIC_0029070_bkl_patch_3.jpg
ISIC_0029070,ISIC_0029070_bkl_patch_4.jpg
ISIC_0029070,ISIC_0029070_bkl_patch_5.jpg
ISIC_0029070,ISIC_0029070_bkl_patch_6.jpg
ISIC_0029070,ISIC_0029070_bkl_patch_7.jpg
ISIC_0029070,ISIC_0029070_bkl_patch_8.jpg
ISIC_0029070,ISIC_0029070_bkl_patch_9.jpg
ISIC_0029070,ISIC_0029070_bkl_patch_10.jpg
ISIC_0029070,ISIC_0029070_bkl_patch_11.jpg
ISIC_0029070,ISIC_0029070_bkl_patch_12.jpg
ISIC_0029070,ISIC_0029070_bkl_patch_13.jpg
ISIC_0029070,ISIC_0029070_bkl_patch_14.jpg
ISIC_0029070,ISIC_0029070_bkl_patch_15.jpg
ISIC_0029070,ISIC_0029070_bkl_patch_16.jpg
ISIC_0031159,ISIC_0031159_bkl_patch_1.jpg
ISIC_0031159,ISIC_0031159_bkl_patch_2.jpg
ISIC_0031159,ISIC_0031159_bkl_patch_3.jpg
ISIC_0031159,ISIC_0031159_bkl_patch_4.jpg
ISIC_0031159,ISIC_0031159_bkl_patch_5.jpg
ISIC_0031159,ISIC_0031159_bkl_patch_6.jpg
ISIC_0031159,ISIC_0031159_bkl_patch_7.jpg
ISIC_0031159,ISIC_0031159_bkl_patch_8.jpg
ISIC_0031159,ISIC_0031159_bkl_patch_9.jpg
ISIC_0031159,ISIC_0031159_bkl_patch_10.jpg
ISIC_0031159,ISIC_0031159_bkl_patch_11.jpg
ISIC_0031159,ISIC_0031159_bkl_patch_12.jpg
ISIC_0031159,ISIC_0031159_bkl_patch_13.jpg
ISIC_0031159,ISIC_0031159_bkl_patch_14.jpg
ISIC_0031159,ISIC_0031159_bkl_patch_15.jpg
ISIC_0031159,ISIC_0031159_bkl_patch_16.jpg
ISIC_0027713,ISIC_0027713_bkl_patch_1.jpg
ISIC_0027713,ISIC_0027713_bkl_patch_2.jpg
ISIC_0027713,ISIC_0027713_bkl_patch_3.jpg
ISIC_0027713,ISIC_0027713_bkl_patch_4.jpg
ISIC_0027713,ISIC_0027713_bkl_patch_5.jpg
ISIC_0027713,ISIC_0027713_bkl_patch_6.jpg
ISIC_0027713,ISIC_0027713_bkl_patch_7.jpg
ISIC_0027713,ISIC_0027713_bkl_patch_8.jpg
ISIC_0027713,ISIC_0027713_bkl_patch_9.jpg
ISIC_0027713,ISIC_0027713_bkl_patch_10.jpg
ISIC_0027713,ISIC_0027713_bkl_patch_11.jpg
ISIC_0027713,ISIC_0027713_bkl_patch_12.jpg
ISIC_0027713,ISIC_0027713_bkl_patch_13.jpg
ISIC_0027713,ISIC_0027713_bkl_patch_14.jpg
ISIC_0027713,ISIC_0027713_bkl_patch_15.jpg
ISIC_0027713,ISIC_0027713_bkl_patch_16.jpg
ISIC_0024971,ISIC_0024971_bkl_patch_1.jpg
ISIC_0024971,ISIC_0024971_bkl_patch_2.jpg
ISIC_0024971,ISIC_0024971_bkl_patch_3.jpg
ISIC_0024971,ISIC_0024971_bkl_patch_4.jpg
ISIC_0024971,ISIC_0024971_bkl_patch_5.jpg
ISIC_0024971,ISIC_0024971_bkl_patch_6.jpg
ISIC_0024971,ISIC_0024971_bkl_patch_7.jpg
ISIC_0024971,ISIC_0024971_bkl_patch_8.jpg
ISIC_0024971,ISIC_0024971_bkl_patch_9.jpg
ISIC_0024971,ISIC_0024971_bkl_patch_10.jpg
ISIC_0024971,ISIC_0024971_bkl_patch_11.jpg
ISIC_0024971,ISIC_0024971_bkl_patch_12.jpg
ISIC_0024971,ISIC_0024971_bkl_patch_13.jpg
ISIC_0024971,ISIC_0024971_bkl_patch_14.jpg
ISIC_0024971,ISIC_0024971_bkl_patch_15.jpg
ISIC_0024971,ISIC_0024971_bkl_patch_16.jpg
ISIC_0030723,ISIC_0030723_bkl_patch_1.jpg
ISIC_0030723,ISIC_0030723_bkl_patch_2.jpg
ISIC_0030723,ISIC_0030723_bkl_patch_3.jpg
ISIC_0030723,ISIC_0030723_bkl_patch_4.jpg
ISIC_0030723,ISIC_0030723_bkl_patch_5.jpg
ISIC_0030723,ISIC_0030723_bkl_patch_6.jpg
ISIC_0030723,ISIC_0030723_bkl_patch_7.jpg
ISIC_0030723,ISIC_0030723_bkl_patch_8.jpg
ISIC_0030723,ISIC_0030723_bkl_patch_9.jpg
ISIC_0030723,ISIC_0030723_bkl_patch_10.jpg
ISIC_0030723,ISIC_0030723_bkl_patch_11.jpg
ISIC_0030723,ISIC_0030723_bkl_patch_12.jpg
ISIC_0030723,ISIC_0030723_bkl_patch_13.jpg
ISIC_0030723,ISIC_0030723_bkl_patch_14.jpg
ISIC_0030723,ISIC_0030723_bkl_patch_15.jpg
ISIC_0030723,ISIC_0030723_bkl_patch_16.jpg
ISIC_0028622,ISIC_0028622_bkl_patch_1.jpg
ISIC_0028622,ISIC_0028622_bkl_patch_2.jpg
ISIC_0028622,ISIC_0028622_bkl_patch_3.jpg
ISIC_0028622,ISIC_0028622_bkl_patch_4.jpg
ISIC_0028622,ISIC_0028622_bkl_patch_5.jpg
ISIC_0028622,ISIC_0028622_bkl_patch_6.jpg
ISIC_0028622,ISIC_0028622_bkl_patch_7.jpg
ISIC_0028622,ISIC_0028622_bkl_patch_8.jpg
ISIC_0028622,ISIC_0028622_bkl_patch_9.jpg
ISIC_0028622,ISIC_0028622_bkl_patch_10.jpg
ISIC_0028622,ISIC_0028622_bkl_patch_11.jpg
ISIC_0028622,ISIC_0028622_bkl_patch_12.jpg
ISIC_0028622,ISIC_0028622_bkl_patch_13.jpg
ISIC_0028622,ISIC_0028622_bkl_patch_14.jpg
ISIC_0028622,ISIC_0028622_bkl_patch_15.jpg
ISIC_0028622,ISIC_0028622_bkl_patch_16.jpg
ISIC_0025312,ISIC_0025312_bkl_patch_1.jpg
ISIC_0025312,ISIC_0025312_bkl_patch_2.jpg
ISIC_0025312,ISIC_0025312_bkl_patch_3.jpg
ISIC_0025312,ISIC_0025312_bkl_patch_4.jpg
ISIC_0025312,ISIC_0025312_bkl_patch_5.jpg
ISIC_0025312,ISIC_0025312_bkl_patch_6.jpg
ISIC_0025312,ISIC_0025312_bkl_patch_7.jpg
ISIC_0025312,ISIC_0025312_bkl_patch_8.jpg
ISIC_0025312,ISIC_0025312_bkl_patch_9.jpg
ISIC_0025312,ISIC_0025312_bkl_patch_10.jpg
ISIC_0025312,ISIC_0025312_bkl_patch_11.jpg
ISIC_0025312,ISIC_0025312_bkl_patch_12.jpg
ISIC_0025312,ISIC_0025312_bkl_patch_13.jpg
ISIC_0025312,ISIC_0025312_bkl_patch_14.jpg
ISIC_0025312,ISIC_0025312_bkl_patch_15.jpg
ISIC_0025312,ISIC_0025312_bkl_patch_16.jpg
ISIC_0027504,ISIC_0027504_bkl_patch_1.jpg
ISIC_0027504,ISIC_0027504_bkl_patch_2.jpg
ISIC_0027504,ISIC_0027504_bkl_patch_3.jpg
ISIC_0027504,ISIC_0027504_bkl_patch_4.jpg
ISIC_0027504,ISIC_0027504_bkl_patch_5.jpg
ISIC_0027504,ISIC_0027504_bkl_patch_6.jpg
ISIC_0027504,ISIC_0027504_bkl_patch_7.jpg
ISIC_0027504,ISIC_0027504_bkl_patch_8.jpg
ISIC_0027504,ISIC_0027504_bkl_patch_9.jpg
ISIC_0027504,ISIC_0027504_bkl_patch_10.jpg
ISIC_0027504,ISIC_0027504_bkl_patch_11.jpg
ISIC_0027504,ISIC_0027504_bkl_patch_12.jpg
ISIC_0027504,ISIC_0027504_bkl_patch_13.jpg
ISIC_0027504,ISIC_0027504_bkl_patch_14.jpg
ISIC_0027504,ISIC_0027504_bkl_patch_15.jpg
ISIC_0027504,ISIC_0027504_bkl_patch_16.jpg
ISIC_0028623,ISIC_0028623_bkl_patch_1.jpg
ISIC_0028623,ISIC_0028623_bkl_patch_2.jpg
ISIC_0028623,ISIC_0028623_bkl_patch_3.jpg
ISIC_0028623,ISIC_0028623_bkl_patch_4.jpg
ISIC_0028623,ISIC_0028623_bkl_patch_5.jpg
ISIC_0028623,ISIC_0028623_bkl_patch_6.jpg
ISIC_0028623,ISIC_0028623_bkl_patch_7.jpg
ISIC_0028623,ISIC_0028623_bkl_patch_8.jpg
ISIC_0028623,ISIC_0028623_bkl_patch_9.jpg
ISIC_0028623,ISIC_0028623_bkl_patch_10.jpg
ISIC_0028623,ISIC_0028623_bkl_patch_11.jpg
ISIC_0028623,ISIC_0028623_bkl_patch_12.jpg
ISIC_0028623,ISIC_0028623_bkl_patch_13.jpg
ISIC_0028623,ISIC_0028623_bkl_patch_14.jpg
ISIC_0028623,ISIC_0028623_bkl_patch_15.jpg
ISIC_0028623,ISIC_0028623_bkl_patch_16.jpg
ISIC_0031428,ISIC_0031428_bkl_patch_1.jpg
ISIC_0031428,ISIC_0031428_bkl_patch_2.jpg
ISIC_0031428,ISIC_0031428_bkl_patch_3.jpg
ISIC_0031428,ISIC_0031428_bkl_patch_4.jpg
ISIC_0031428,ISIC_0031428_bkl_patch_5.jpg
ISIC_0031428,ISIC_0031428_bkl_patch_6.jpg
ISIC_0031428,ISIC_0031428_bkl_patch_7.jpg
ISIC_0031428,ISIC_0031428_bkl_patch_8.jpg
ISIC_0031428,ISIC_0031428_bkl_patch_9.jpg
ISIC_0031428,ISIC_0031428_bkl_patch_10.jpg
ISIC_0031428,ISIC_0031428_bkl_patch_11.jpg
ISIC_0031428,ISIC_0031428_bkl_patch_12.jpg
ISIC_0031428,ISIC_0031428_bkl_patch_13.jpg
ISIC_0031428,ISIC_0031428_bkl_patch_14.jpg
ISIC_0031428,ISIC_0031428_bkl_patch_15.jpg
ISIC_0031428,ISIC_0031428_bkl_patch_16.jpg
ISIC_0024970,ISIC_0024970_bkl_patch_1.jpg
ISIC_0024970,ISIC_0024970_bkl_patch_2.jpg
ISIC_0024970,ISIC_0024970_bkl_patch_3.jpg
